mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,Emotion,Emotion_ID,Path
-374.20667,81.78324,-30.991648,-2.7112246,2.7173896,2.3135457,-20.031063,-8.350101,-12.025167,-13.278828,-2.068459,1.2990525,-11.701048,-7.3917875,-2.343507,-5.1776857,-10.983163,-3.0099487,-7.390729,-8.013273,-6.5190153,-2.2024732,-5.979499,-8.397338,-2.0795262,0.20931509,-5.7432837,1.3493693,2.6824431,0.76316327,2.8298419,3.99779,2.2225046,3.9151845,1.6401495,0.7200436,0.5619871,2.8344665,7.049172,5.93965,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-03-01-02-01-06.wav
-403.72302,73.4205,-24.74749,-6.990677,8.035302,3.7005277,-19.942411,-9.278448,-10.432463,-13.760699,-2.7930062,3.3937218,-8.766702,-7.9564695,-2.1267536,-3.3332791,-8.651477,-3.64986,-4.881141,-6.635909,-4.0671644,-2.4563982,-5.5709853,-9.782465,-2.4337254,1.9739844,-2.0206172,0.10976134,4.278688,3.5633965,2.501707,3.0745416,1.5370632,1.7500364,1.5672073,3.3067322,2.6529107,3.9377925,7.146932,3.7772636,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-03-01-02-02-06.wav
-338.94427,49.50665,-52.993835,-18.702768,-7.3091807,3.8258684,-22.801239,-18.248388,-15.402688,-7.6076055,-12.590346,10.157603,4.6713886,3.5808682,22.057396,14.038091,1.8137207,2.3720171,-8.334684,-3.3320177,5.1306214,3.7203612,-0.1571914,-4.9318075,-0.7005402,8.679804,5.5918603,6.339474,2.3620632,1.6171007,-0.7776011,2.7081006,0.8679584,-0.39125797,-0.7994942,2.4965088,3.4063172,0.8554677,2.9548132,2.2422674,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-03-02-01-01-06.wav
-348.1045,49.003574,-52.398712,-16.671734,-10.683872,1.2542523,-22.604565,-12.858426,-13.220099,-11.3884325,-14.56775,2.2405066,-6.428738,-6.2302217,11.791287,14.547716,9.921421,15.376077,-3.5101695,-5.4696445,-0.71371514,2.1989193,3.86232,-1.1856899,-1.8803207,-2.1471362,-5.2017226,3.899705,4.614347,4.3994894,0.41949067,1.2850523,3.1194818,3.641573,-3.6833427,-2.6898017,1.1546434,2.5511053,3.6365016,1.000096,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-03-02-01-02-06.wav
-349.13995,47.707817,-55.850426,-16.090935,-10.410169,1.6413869,-28.129938,-13.7599745,-14.31336,-13.771761,-9.834746,3.6407878,-9.287435,-2.1785827,11.321397,16.897472,14.137252,15.317198,-1.1928979,-3.732138,-1.502526,-1.383948,1.870128,-1.6220855,3.267439,3.300219,-3.4066577,1.8896359,3.606761,7.25486,3.5672407,0.061451662,0.13452788,6.1301737,1.4935126,-0.09393083,-0.793415,-0.87533337,4.10426,5.028258,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-03-02-02-01-06.wav
-341.7122,54.958572,-46.60267,-19.525745,-8.010629,0.44318125,-27.545414,-17.642315,-12.672771,-12.9749,-7.7275877,2.5569851,-9.092265,-2.9401526,9.082799,14.201421,11.691934,14.754216,-2.0239093,-3.6830094,-2.5281942,-1.9246043,-1.7692748,-3.0388594,2.2942631,2.3135448,-1.1236074,3.687074,5.614518,6.6067452,4.6786633,0.94672376,0.29854804,3.594363,-1.0316036,0.7326356,0.40506756,-0.2539324,3.9302745,4.0099554,happy,4,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-03-02-02-02-06.wav
-312.09055,86.52716,-8.064248,18.92747,-0.8424193,13.23539,-9.882439,-6.048185,-8.934071,-8.18798,0.6548766,-3.6966293,0.10302361,-5.0156927,-3.793257,-2.675045,-4.9957943,-3.7220273,-2.5567236,-5.071052,-6.257481,-2.0766838,-2.7787309,-6.8062906,-3.6340952,-1.2943025,-4.0862837,-3.2681699,-0.7123808,-0.4436187,-1.8517711,0.4969136,1.1053352,0.63152903,1.2094467,2.3836503,5.1261997,5.286653,10.5399885,10.641882,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-01-01-01-06.wav
-301.36224,94.97702,-17.174234,15.045206,4.36962,13.451787,-15.007891,-9.415768,-10.104897,-10.323964,1.8864311,-3.390753,-3.8454883,-8.175556,-4.9513006,-0.6892066,-5.311333,-4.8226776,-5.156528,-6.787625,-6.802735,-5.0832424,-3.4396272,-9.50542,-5.6781754,0.094400935,-4.791484,-0.90059286,-0.3537431,-1.0284978,-0.8912079,0.77351844,3.6008172,4.17168,3.8846822,4.0813823,3.7657056,3.377612,8.984056,9.809388,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-01-01-02-06.wav
-395.27222,78.91609,-4.6643043,9.418707,-6.861549,8.092332,-14.113098,-7.151042,-11.734363,-11.818501,-2.0502825,-4.4161763,-3.9424953,-6.7794394,-2.8013482,-6.2245283,-8.22642,-3.052101,-4.980129,-7.618874,-5.27584,-3.7630632,-6.0720353,-8.553468,-5.897512,-2.6944,-5.8130703,-4.626782,-2.2948241,-0.8758078,1.3575938,1.2700753,2.3057542,3.850766,0.9553651,0.61056614,2.337082,1.732361,6.6481514,7.2393546,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-01-02-01-06.wav
-377.3032,82.50056,-3.9332068,11.601899,-6.534644,11.616113,-13.26391,-7.4531684,-11.403554,-9.8845415,-1.3565689,-3.1663485,-3.3409035,-6.217175,-2.867184,-5.1019635,-6.8668885,-3.4807773,-4.500741,-8.283555,-5.9947033,-4.027338,-4.696897,-7.1460047,-5.005134,-2.5148098,-5.9896684,-5.051491,-4.114767,-3.5174172,-3.9959986,-1.2435095,1.6629901,5.633902,6.4007006,5.6265397,6.8099685,3.7784429,6.08807,6.4166417,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-01-02-02-06.wav
-295.08777,66.58386,-59.35979,-5.482421,-4.773221,6.0937724,-31.53305,-6.1484585,-5.3500476,-20.553125,-3.429696,4.4928823,-10.711733,-7.910397,5.7400103,4.4378657,-0.7018952,16.15945,10.984808,11.481936,17.465565,10.873399,0.1840275,-9.319975,-12.443545,-3.093171,1.3224413,7.142802,1.0561086,-9.792414,-8.544662,-3.7518783,-0.90521306,3.2312965,-5.744286,-3.4340653,0.85595703,8.568864,11.763572,5.901468,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-02-01-01-06.wav
-292.70197,76.35618,-30.443048,9.480097,-10.627677,4.858159,-25.24107,-7.4913926,-11.093137,-16.743969,-1.4653419,1.050199,-3.7183275,-5.438454,-0.0859783,0.956183,-1.4840945,6.0208974,2.6312337,1.3017496,4.6351266,4.3695726,0.35877806,-5.5775423,-1.2946573,0.6568199,-1.0512062,2.4410071,0.5498318,-1.6093298,-2.0675952,0.5485829,0.34646395,2.187251,-0.5909565,0.7507994,1.4912792,1.1959685,4.051034,2.650659,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-02-01-02-06.wav
-330.62775,76.700676,-33.578255,1.5201541,-16.931307,2.9591475,-26.835188,-5.1824083,-8.2645645,-18.417809,-2.986346,-0.7311241,-13.091714,-9.871979,-1.9924589,5.4707136,4.3401275,15.649691,11.6864805,9.635151,11.727278,4.4841857,-3.371144,-3.1664217,-3.0830026,2.4589715,-4.0360928,0.7420939,-1.6959044,-3.6050186,-2.5603366,0.5465981,-0.80971915,0.8926118,-1.5868332,1.6870128,1.9379792,1.0533004,1.5876049,0.8202194,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-02-02-01-06.wav
-266.11414,87.675064,-53.4677,6.823456,-14.766661,7.804901,-38.509747,-12.14296,-16.671629,-24.06082,-4.76978,3.9677696,-10.926737,-14.065531,3.5052779,-6.3005447,-12.394109,2.4251099,-9.820188,-12.211848,3.9003067,-0.34933665,1.9913088,-0.8094331,7.222455,10.36326,5.3305216,9.106311,7.9435687,4.938281,-0.28821105,-1.7646729,-2.0593665,0.73246515,-0.6993161,-0.40271255,-1.5395255,-2.4698212,-0.41329947,-0.73960745,sad,6,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-04-02-02-02-06.wav
-351.7588,79.123375,-21.176256,4.016166,1.2852566,3.8562155,-17.529057,-4.7263722,-10.470027,-8.9288025,-3.256438,-2.4882777,-4.4773397,-8.343392,-2.691585,-4.3112507,-8.260048,-3.3676243,-6.004836,-5.277999,-6.8657045,-5.1433425,-4.552069,-4.5667863,-1.9846069,3.372109,-3.170818,0.046204478,-0.88498986,-3.9202962,-2.8103027,0.43552577,0.18652453,4.191192,4.2237606,5.920515,5.0366273,5.082819,6.9509764,4.1670465,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-01-01-01-06.wav
-335.29688,95.83152,-18.797148,13.973333,3.1858935,7.8875318,-18.529394,-1.9604232,-10.326259,-9.853073,-3.4256997,-0.7705604,-0.8365293,-5.6736054,-2.7674098,-5.6616597,-6.2760425,0.047025964,-6.3638983,-2.4699736,-5.864652,-3.4616098,-2.9562335,-2.5198867,0.57018197,3.7750585,-1.1105381,2.6376781,1.7339185,-0.23018955,1.2574308,4.064669,0.11680538,5.499688,2.584196,5.9150686,7.5327797,6.494144,6.908869,4.175267,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-01-01-02-06.wav
-297.6295,90.46177,-23.547298,1.6877861,-7.381566,1.0712445,-28.494747,-6.683193,-13.092625,-16.432867,-5.3750076,-1.996167,-6.3439126,-8.926384,-4.068402,-8.378596,-8.809284,-2.6127687,-9.351896,-4.9184337,-7.8647428,-7.7147017,-6.98142,-7.8524776,-6.833927,-0.3441927,-3.8942764,-1.1978574,2.32931,1.0010978,5.057555,5.2570205,4.6968174,9.742663,5.6968503,7.62312,3.979628,-0.32285646,3.213117,2.1709397,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-01-02-01-06.wav
-335.06537,71.458496,-20.719471,4.204968,-5.136782,0.18028985,-21.276302,-7.51442,-7.2166896,-12.786638,-5.8860393,-1.2705392,-3.454256,-8.1191635,-3.6490357,-5.5219064,-6.2515244,-1.1003419,-8.994285,-4.81132,-3.7668366,-6.508399,-7.7062244,-8.492653,-6.3613005,-2.2706888,-4.90778,-0.17063482,2.430768,3.303514,7.941521,6.2826896,6.209263,10.193577,3.8027265,4.308684,2.2859693,-1.6247486,2.7869985,-0.03452772,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-01-02-02-06.wav
-308.64166,61.501434,-48.246162,-22.862019,-15.558369,-6.2429976,-28.35473,-7.0174475,-11.83752,-14.503457,-5.244838,3.2074971,0.5178794,5.458856,13.664678,12.712645,3.3264155,4.5309267,-8.35188,-1.3741713,-1.2756178,1.6623359,3.1159918,-4.2060447,-1.7021378,0.9760454,3.0510824,7.5527925,3.5582244,3.875863,2.7606244,1.0952199,1.0712994,2.2501814,-3.5780072,0.8979345,2.2910502,-0.733719,1.1579953,1.7569492,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-02-01-01-06.wav
-323.35422,62.177265,-50.57449,-18.16901,-15.003282,-3.7269876,-29.000385,-5.051676,-11.221097,-10.626038,-6.732908,0.42424932,-0.3542593,4.909659,12.222341,12.721609,5.078112,7.484529,-5.4398065,-1.2557144,-3.2493827,1.6231467,2.8070269,-4.2334986,-3.3335514,0.512539,0.25446877,7.138829,2.4226964,4.0279145,1.6280351,2.1159322,2.1397667,3.1664152,-2.4960725,0.20414777,0.39216366,0.036642198,-0.20288424,0.1976174,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-02-01-02-06.wav
-280.8242,58.84199,-41.725945,-19.757915,-22.761517,-5.024123,-36.03446,-3.5698054,-10.379556,-16.662777,-9.442532,0.31513348,-10.784188,-7.202779,-0.31612617,4.7160645,3.093889,17.900919,6.918321,8.958006,2.8487175,-3.693545,0.3574197,-8.783668,-2.276593,4.0668006,-1.3173665,1.8858799,-5.6377015,-0.27011833,1.2729268,0.3294996,-0.19989124,3.7140226,0.72472966,5.6949005,4.881028,0.8508002,0.24682985,-1.3425008,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-02-02-01-06.wav
-332.37302,59.68581,-44.233593,-17.35028,-16.266815,-4.5845137,-31.636026,1.0690821,-10.17698,-17.529865,-9.339305,-3.785235,-10.776613,-8.501993,3.1845305,10.902672,14.432232,23.51636,8.4009905,6.98474,-5.4798403,-8.563517,-0.26041862,-0.091164775,4.711218,2.05222,-8.712049,-4.3029494,-2.938323,5.5095816,5.8867006,1.4496325,2.1244104,7.7225575,5.279133,1.9103523,-3.4351335,-0.89565635,4.479457,3.4309332,angry,0,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-05-02-02-02-06.wav
-362.70074,77.853584,-10.652666,10.052552,-8.424425,14.291028,-14.465905,-2.0663311,-10.166277,-6.978377,-2.7389708,-2.6778262,-5.7444444,-5.7743707,-4.7504845,-5.749136,-5.676729,-2.5480497,-6.4660783,-6.392706,-6.7626743,-5.50188,-6.9098024,-6.8978972,-3.3554347,0.7885674,0.13028236,4.8256474,5.9302254,6.451742,5.7898893,5.0441427,1.8711734,4.3471317,2.9850507,4.4434123,4.636222,2.1146986,3.051078,3.9535112,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-01-01-01-06.wav
-324.5123,85.85993,-23.78946,6.8052487,0.3530762,12.571948,-16.22596,-3.5277853,-10.860383,-11.137124,0.808499,1.0643691,-6.274785,-7.906417,-5.5793104,1.0460947,-5.134905,-3.3258936,-6.388548,-4.7564898,-6.6694765,-3.2914653,-4.795463,-6.7289433,-2.5361402,3.6160288,-0.9720446,2.865583,3.7602344,4.1919084,2.4617162,4.7352214,1.5729994,3.558556,2.1777306,3.5261216,3.3455813,2.006985,4.5369215,3.7674668,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-01-01-02-06.wav
-331.83505,80.33255,-15.091011,2.1461353,-7.138613,9.071184,-22.88932,-7.485588,-13.841937,-13.674387,-3.4058096,-1.6920106,-8.557366,-8.344132,-5.7018075,-7.5708423,-6.7561364,-1.8417653,-7.5554476,-8.3279705,-6.7658305,-6.010775,-6.492026,-9.953571,-4.7774706,1.627133,1.1099241,6.3880887,9.517705,11.380487,9.513714,7.720251,4.1581903,4.398749,1.9841163,2.7274497,4.138084,1.0762633,4.4326153,2.8507469,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-01-02-01-06.wav
-340.05396,73.17707,-14.205219,10.58344,-4.0579343,14.879747,-17.313282,-6.1728225,-10.226968,-9.032429,0.019634707,-1.6738297,-5.2395487,-7.915871,-5.336314,-4.611443,-8.2821865,-4.5004935,-9.112093,-5.696485,-6.5385594,-4.553352,-4.340649,-8.373071,-5.0072527,-0.4614457,-3.1979282,2.780622,5.157994,6.0913405,6.516348,7.05974,4.9064727,4.967537,2.3004017,1.8136547,1.89835,1.4149977,4.4204054,4.5934024,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-01-02-02-06.wav
-356.6711,45.720722,-58.529137,-20.889977,-19.513954,-6.2139573,-23.470304,-15.947487,-16.455948,-6.212115,-4.3711743,14.606693,14.070851,7.752947,17.503784,8.23756,-7.021805,-6.3371854,-10.541749,-2.797223,3.1071205,5.191968,-4.5083103,-6.4297004,4.6312985,13.164757,0.5777132,0.17955293,-2.2060657,-1.7781408,-0.83904165,-1.1842918,-1.625959,2.2013552,1.706933,1.4723353,2.2568517,3.1662092,3.6357746,0.8630703,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-02-01-01-06.wav
-354.1809,40.783405,-58.266422,-19.988008,-19.77849,-8.266129,-27.654211,-16.063808,-9.875778,-1.6934549,-1.1815727,18.464998,16.382639,6.7173004,5.9235406,1.2099885,-9.916018,-7.300092,-4.4045296,4.437367,1.6356924,1.3176751,-1.9647026,0.76724285,7.101189,7.72372,-6.7496614,-2.455119,-2.410522,1.3570374,-2.3488617,0.46158892,3.203375,4.897363,0.26591703,0.34391966,3.9538033,2.3392196,0.18110862,1.918844,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-02-01-02-06.wav
-326.64258,49.91559,-56.809067,-14.297798,-23.34948,-3.4183903,-30.419956,-19.691364,-13.581136,-11.229609,-6.969152,10.8709955,5.584328,1.3497763,12.062974,11.675975,-1.3338599,-1.7473136,-7.114055,-1.2332672,1.8491603,2.0070403,-6.8294272,-7.9976454,2.357088,9.840434,-0.7294061,0.6342216,-1.1077034,-2.6345475,-1.5524101,0.9347453,-2.42083,1.2136565,-0.030988842,2.3440623,3.8766448,3.4369004,2.283519,1.2771636,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-02-02-01-06.wav
-313.32672,47.259808,-53.79724,-23.621878,-28.667421,-2.6320503,-28.598164,-13.702523,-7.7281833,0.28921795,3.1307683,20.911196,15.937205,-3.4171271,4.9464383,1.4530138,-10.58619,-2.658702,-1.5014305,-0.12326375,-0.292715,3.3762512,-0.580948,1.5826933,8.566038,10.318122,-6.0911927,-2.8694572,-1.1315346,-0.24982575,-1.9431616,0.18000522,3.2571428,3.9468064,-0.8558979,0.45520929,7.0429497,4.788761,-2.7765162,-2.9291685,fear,3,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-06-02-02-02-06.wav
-247.78835,94.950714,-13.069298,16.546747,-9.74238,8.71021,-15.396631,-5.9943657,-14.778895,-8.72502,-3.9620383,-3.777432,-4.2829804,-4.810907,-7.5782714,-7.145357,-6.30192,-1.581213,-4.1917973,-8.317765,-5.755231,-3.9844043,-6.7222857,-7.221684,-5.794569,-3.3296146,-3.8798769,-2.9313128,-1.8150271,-0.57495934,-2.8233273,-2.5127013,-2.6245866,1.4060515,0.11764418,3.4603648,5.2407017,5.341293,7.043875,5.0801888,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-01-01-01-06.wav
-251.91841,81.01122,-9.198783,23.06056,-3.9396367,8.697737,-12.879365,0.8797785,-15.189507,-4.5428977,-3.2660797,0.3785654,-5.258442,-4.3046184,-1.8313675,-4.541215,-6.6059265,1.6355219,-5.217247,-6.8561087,-3.7319717,-2.2956226,-5.4981923,-7.2176166,-3.6477644,-2.147715,-3.9237373,-1.3598081,-1.7433056,-1.1090387,0.15765035,-0.35336727,-1.1039547,3.1232312,1.1532674,2.7770045,3.2639246,3.7337308,5.857246,4.2781534,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-01-01-02-06.wav
-325.42105,67.71052,3.9088898,16.265268,-14.265641,8.512406,-9.239497,-7.817993,-15.658413,-4.1342325,-3.5085907,-3.4112406,-4.109158,-5.8447385,-1.6747491,-6.791145,-7.1453037,1.4934468,-5.2331085,-4.3317413,-4.2642064,-2.490515,-7.007371,-7.415827,-5.9107604,-4.0219636,-4.5314717,-3.610249,-5.031345,-1.14269,0.068237305,1.1710937,1.8145077,6.347547,3.7449734,3.8676467,3.1897948,3.9263387,4.713535,5.869951,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-01-02-01-06.wav
-322.0458,74.726135,-5.699061,14.359318,-14.108172,13.536543,-15.0056,-9.62234,-18.041185,-6.377372,-1.1577401,-5.4659576,-9.303619,-5.536588,-2.7495291,-5.8709397,-7.204318,-1.2908152,-7.5760965,-5.385055,-4.3639793,-4.3525214,-8.263383,-5.463392,-5.5137687,-3.6028857,-4.962929,-4.8344736,-6.1764245,-2.113795,-4.228821,-5.0335975,-2.9697573,0.22511324,-1.9141049,-1.2565587,1.6750213,2.3588362,4.4245763,6.604389,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-01-02-02-06.wav
-302.3278,67.99797,-28.811295,5.4719543,-9.704347,-2.114145,-30.514168,-7.5241723,-13.5115385,-7.4643927,-10.866204,-3.502703,-7.438034,-9.747203,-8.723731,-9.022143,-5.550362,-1.4950429,-8.299414,3.1145828,7.64235,5.32317,12.864031,9.467631,2.843371,4.2604175,0.0918183,-0.1596973,1.2146378,1.2399826,-2.8378983,-1.1983508,-3.7961824,0.5764648,-4.2442346,-0.83561337,1.9482335,-0.46301854,1.8893746,0.8305732,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-02-01-01-06.wav
-350.29852,86.34002,-25.78269,-1.2112994,-6.8577733,-4.5214686,-20.84021,-9.841761,-12.230942,-9.780358,-5.4105663,-2.684278,-7.644353,-4.3818245,-4.6432066,-9.642894,-5.5016503,-0.9334455,-11.026519,-6.0121517,-6.340989,-8.090662,-7.24601,-4.93898,-5.091926,-1.8824418,-2.8306334,1.8007174,2.013854,1.550182,5.733097,6.4684367,7.5436926,10.668848,6.4314528,4.398682,3.5242217,1.706703,2.3504844,1.3827822,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-02-01-02-06.wav
-330.96255,87.66335,-16.32022,1.5201414,-6.912736,5.3368626,-22.157125,-13.040267,-14.12247,-5.7931767,-6.0563316,-3.8379235,-10.090731,-7.4235597,-2.1518545,-9.536318,-9.222135,-1.5587863,-11.743128,-6.501908,-3.1896544,-4.853707,-5.260206,-3.4316874,-2.6391592,2.9212637,0.47511843,2.4775968,1.6639891,3.3612647,2.6589558,3.257225,1.7139118,3.9768667,0.86226755,0.32753184,2.4370663,0.67894423,2.3822527,3.345627,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-02-02-01-06.wav
-316.8038,82.241554,-1.2965854,11.243619,-7.0882025,5.246007,-12.365642,-6.768285,-6.748964,-2.4941816,-2.0716658,0.9458724,-0.15985627,0.40843764,2.1947165,-1.982847,-1.9412764,2.190142,-3.3651605,-1.0973607,-2.1494105,-2.8212705,-4.8085294,-6.3078136,-4.847639,0.4515666,-0.74816495,4.1348104,7.5129128,12.135931,12.156306,10.979402,8.627941,7.769469,2.0538697,2.7721505,4.6272535,4.2810416,6.0233517,3.69387,disgust,2,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-07-02-02-02-06.wav
-397.12744,77.830086,-8.2603445,4.680316,-4.40343,6.989149,-12.469124,-3.1784656,-9.560995,-6.5198307,-1.4223912,-2.0295434,-3.907605,-5.585962,-3.1789663,-5.6544127,-6.408132,-1.8947808,-6.05559,-7.1245046,-4.355545,-4.852017,-5.846581,-7.1840367,-2.5063584,-2.7039387,-3.036079,0.37383556,-1.9325116,0.7902841,0.5285122,0.0036632998,0.81731474,4.1212583,4.4006505,3.829783,3.8614974,2.0232823,2.7428203,1.4694662,surprise,7,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-08-01-01-01-06.wav
-410.2294,68.51479,-10.428769,0.6052566,-3.6285655,4.0772753,-14.033174,-4.0194893,-10.360478,-10.138458,-0.8614707,-2.918128,-5.6936502,-6.9197164,-1.6667095,-7.063099,-6.7577276,-2.901327,-6.01233,-5.8736634,-4.5436587,-5.26053,-5.4541306,-6.552265,-3.3309598,-3.56149,-4.897786,-1.6868463,-1.7561039,0.068779476,1.0682517,0.53880537,0.488249,2.0182705,-0.18023638,-1.0756748,1.6664017,0.9464451,3.0946014,2.9295888,surprise,7,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-08-01-01-02-06.wav
-408.76956,62.72439,-6.0819597,2.1865466,-6.9196405,5.3072476,-14.717053,-4.8791523,-11.17068,-7.4958444,-0.9378462,-1.2419331,-5.8207316,-5.8292446,-2.0420592,-7.3511324,-7.866113,-1.8705086,-5.2516856,-6.2429338,-3.0500913,-2.7275238,-4.4639096,-6.2696133,-0.81190515,-0.067204386,-1.2541376,0.78212667,1.5269046,1.5037153,1.74605,0.2523596,-0.069386475,2.4131272,0.38300556,0.67679393,1.9527014,1.1186008,2.0548503,2.652866,surprise,7,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-08-01-02-01-06.wav
-374.68097,75.76711,-3.8060112,9.567558,-1.6143427,11.152978,-14.664897,-5.6548634,-11.183889,-5.422107,2.8922973,1.0044943,-3.7076762,-5.71488,-1.0655512,-2.4109836,-5.237973,0.17623955,-2.1720889,-3.7354949,-0.78699,0.1676366,-2.076777,-3.3764641,2.267576,2.7529056,1.3241552,3.396769,3.846911,2.8604228,1.3289617,-0.017806467,0.4077238,3.954861,3.2995017,5.1495442,4.9836926,4.3541894,5.437894,3.614872,surprise,7,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-08-01-02-02-06.wav
-389.74823,84.306015,-14.795954,7.83301,-0.18434283,9.489022,-20.26515,-4.4374065,-12.63427,-6.0261793,3.240152,-2.8308446,-5.5651546,-6.2623887,-3.9516895,-4.278833,-9.412878,-3.0366662,-6.1966968,-7.070079,-4.822977,-3.1778963,-3.9055479,-6.3821173,-0.06648979,1.8836116,-1.825414,1.3767171,1.1336734,1.0192218,-2.0526092,-2.0298123,-2.1846945,0.88905,1.5343356,2.3469226,3.2192907,1.7825034,3.1423845,3.2004437,surprise,7,c:\Users\Kacpiro Recenzje\Desktop\Studia\XAI_2026\data\raw\Actor_06\03-01-08-02-01-01-06.wav
