mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_mean_14,mfcc_mean_15,mfcc_mean_16,mfcc_mean_17,mfcc_mean_18,mfcc_mean_19,mfcc_mean_20,mfcc_mean_21,mfcc_mean_22,mfcc_mean_23,mfcc_mean_24,mfcc_mean_25,mfcc_mean_26,mfcc_mean_27,mfcc_mean_28,mfcc_mean_29,mfcc_mean_30,mfcc_mean_31,mfcc_mean_32,mfcc_mean_33,mfcc_mean_34,mfcc_mean_35,mfcc_mean_36,mfcc_mean_37,mfcc_mean_38,mfcc_mean_39,mfcc_mean_40,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,mfcc_std_14,mfcc_std_15,mfcc_std_16,mfcc_std_17,mfcc_std_18,mfcc_std_19,mfcc_std_20,mfcc_std_21,mfcc_std_22,mfcc_std_23,mfcc_std_24,mfcc_std_25,mfcc_std_26,mfcc_std_27,mfcc_std_28,mfcc_std_29,mfcc_std_30,mfcc_std_31,mfcc_std_32,mfcc_std_33,mfcc_std_34,mfcc_std_35,mfcc_std_36,mfcc_std_37,mfcc_std_38,mfcc_std_39,mfcc_std_40,mfcc_delta_mean_1,mfcc_delta_mean_2,mfcc_delta_mean_3,mfcc_delta_mean_4,mfcc_delta_mean_5,mfcc_delta_mean_6,mfcc_delta_mean_7,mfcc_delta_mean_8,mfcc_delta_mean_9,mfcc_delta_mean_10,mfcc_delta_mean_11,mfcc_delta_mean_12,mfcc_delta_mean_13,mfcc_delta_mean_14,mfcc_delta_mean_15,mfcc_delta_mean_16,mfcc_delta_mean_17,mfcc_delta_mean_18,mfcc_delta_mean_19,mfcc_delta_mean_20,mfcc_delta_mean_21,mfcc_delta_mean_22,mfcc_delta_mean_23,mfcc_delta_mean_24,mfcc_delta_mean_25,mfcc_delta_mean_26,mfcc_delta_mean_27,mfcc_delta_mean_28,mfcc_delta_mean_29,mfcc_delta_mean_30,mfcc_delta_mean_31,mfcc_delta_mean_32,mfcc_delta_mean_33,mfcc_delta_mean_34,mfcc_delta_mean_35,mfcc_delta_mean_36,mfcc_delta_mean_37,mfcc_delta_mean_38,mfcc_delta_mean_39,mfcc_delta_mean_40,mfcc_delta_std_1,mfcc_delta_std_2,mfcc_delta_std_3,mfcc_delta_std_4,mfcc_delta_std_5,mfcc_delta_std_6,mfcc_delta_std_7,mfcc_delta_std_8,mfcc_delta_std_9,mfcc_delta_std_10,mfcc_delta_std_11,mfcc_delta_std_12,mfcc_delta_std_13,mfcc_delta_std_14,mfcc_delta_std_15,mfcc_delta_std_16,mfcc_delta_std_17,mfcc_delta_std_18,mfcc_delta_std_19,mfcc_delta_std_20,mfcc_delta_std_21,mfcc_delta_std_22,mfcc_delta_std_23,mfcc_delta_std_24,mfcc_delta_std_25,mfcc_delta_std_26,mfcc_delta_std_27,mfcc_delta_std_28,mfcc_delta_std_29,mfcc_delta_std_30,mfcc_delta_std_31,mfcc_delta_std_32,mfcc_delta_std_33,mfcc_delta_std_34,mfcc_delta_std_35,mfcc_delta_std_36,mfcc_delta_std_37,mfcc_delta_std_38,mfcc_delta_std_39,mfcc_delta_std_40,Emotion,Emotion_ID,Path
-368.44763,48.850716,-13.656051,6.24514,-2.9198716,0.70790577,-17.992926,-5.008115,-17.642174,-6.411654,-1.5730593,-9.135063,-7.0898976,-3.4906163,-6.0522623,-3.51189,-6.6307817,-6.4859633,-7.9675603,-5.1595693,-4.9152527,-1.0803924,-4.3969517,2.0029924,1.2870114,2.3778505,1.0779521,3.3245234,3.3842175,0.49197745,0.6329616,1.911509,-0.42184007,-0.17351413,0.62641555,-0.96684545,-1.5581201,-0.2859511,-0.904143,0.98727566,160.50336,59.38743,20.581446,24.751162,25.745039,14.985606,21.789118,11.074732,17.987879,9.954176,13.076469,11.4279375,8.169116,7.8066897,12.198402,8.059446,9.114162,8.098372,10.138383,7.616332,8.201858,9.031573,10.525889,10.095679,9.0056,10.995142,10.309293,8.988618,9.093852,8.184136,7.8168797,7.480236,7.4462605,6.090514,4.786471,5.176038,5.1628056,5.4055524,4.996571,5.30514,-0.00012331482,-0.00016955112,-0.00015539142,-0.0001328448,-0.00010361232,-6.970108e-05,-3.352064e-05,2.401095e-06,3.5664714e-05,6.408218e-05,8.588142e-05,9.9858495e-05,0.00010543174,0.00010269986,9.239143e-05,7.592195e-05,5.5003675e-05,3.1829724e-05,8.650705e-06,-1.2303075e-05,-2.9010977e-05,-3.9895374e-05,-4.3872402e-05,-4.043985e-05,-2.9804014e-05,-1.2783294e-05,9.212088e-06,3.4332275e-05,6.0399372e-05,8.5086685e-05,0.000106148684,0.000121544435,0.0001296456,0.00012935983,0.000120226374,0.000102472644,7.699187e-05,4.5272474e-05,9.303398e-06,-2.8549357e-05,11.888772,6.7386355,3.8503032,3.9721823,3.3956678,2.4772804,2.6493964,2.0081599,2.2569015,1.4096798,1.7407646,1.4568609,1.0517412,1.2894659,1.4851655,1.0317179,1.1619514,0.9606541,1.1458229,1.2801689,1.4546407,1.7653829,1.772124,1.8630115,1.5412769,1.7506622,1.7561479,1.4904464,1.5813147,1.32797,1.1639512,1.1117989,1.4194527,1.1032302,0.81582063,0.8158994,0.9396635,0.9197918,0.86257035,0.9897569,happy,4,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-03-01-02-01-14.wav
-366.6841,45.89681,-10.263308,4.7392354,-4.846546,2.1442382,-18.553703,-1.3370004,-14.318662,-8.694488,-4.2802525,-8.136142,-9.207165,-3.5224917,-7.5589333,-5.775316,-6.4836516,-6.35517,-9.554025,-3.880276,-3.1533172,0.42118523,-2.0642579,4.991855,4.3512015,3.9458225,2.5010438,4.5667143,1.4405457,0.9256796,-1.812741,1.4790521,-0.65128714,-0.082943864,-1.457566,-0.52385426,-1.785262,-1.4936963,-2.0681798,0.066059515,182.44987,60.61246,21.638819,21.288836,19.731348,14.634936,25.226692,14.730466,15.515064,12.949963,13.253388,11.034883,10.869829,7.295078,11.103077,8.672318,7.9028735,7.6764097,11.523726,9.391766,9.754146,10.641794,11.13956,12.992818,11.541457,13.313754,10.85692,10.658488,8.664275,7.6844788,7.513463,6.42125,6.2470136,5.8347793,5.7693434,5.399693,5.308406,5.4728484,6.0155783,5.1374154,0.0,0.0,2.705459e-08,8.45456e-09,2.705459e-08,0.0,0.0,0.0,2.705459e-08,0.0,-3.3818237e-09,1.3527295e-08,0.0,0.0,-1.3527295e-08,6.7636474e-09,3.3818237e-09,-3.3818237e-09,-6.7636474e-09,0.0,-6.7636474e-09,5.0727356e-09,-3.3818237e-09,1.3527295e-08,0.0,6.7636474e-09,0.0,-6.7636474e-09,-2.5363678e-09,-5.0727356e-09,-3.3818237e-09,-8.454559e-10,-1.6909119e-09,0.0,-1.6909119e-09,-3.3818237e-09,6.7636474e-09,0.0,-5.0727356e-09,2.9590959e-09,14.000837,7.5180707,3.561176,3.6349952,2.7110903,2.4619024,2.5082428,2.6219244,2.028984,1.8095926,1.810981,1.3431575,1.1850402,1.1041642,1.2025832,1.0832924,0.9664099,0.98672205,1.2062656,1.5339907,1.5966513,1.803358,1.701263,1.917384,1.8911568,2.2941284,1.7285386,1.5195677,1.5452697,1.1977514,1.5069917,1.1715438,1.1150231,1.1465713,0.9807853,0.93419516,0.92826766,1.1224757,1.043299,0.89926857,happy,4,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-03-01-02-02-14.wav
-381.70572,55.16623,-41.05308,-5.9914956,-9.4609165,-7.300051,-28.155033,-4.1488886,-8.66916,-16.573359,-1.804571,-3.7956288,-13.407833,1.928817,3.3953137,0.56571907,8.637175,9.962624,4.109039,7.8983836,4.978055,1.4327953,0.34628797,1.1048506,1.5212383,-0.17451519,-3.873403,0.32148755,-1.6112716,-0.10415228,-1.255007,1.7623097,0.24044973,0.36964095,0.56528944,0.29036433,0.72440094,0.44557735,-0.4219239,-0.42052034,146.82335,55.378597,40.05507,28.965372,21.667736,17.060047,24.842676,17.005175,13.04287,17.430485,12.209967,9.342983,13.860632,11.184121,13.600218,15.779403,15.392172,13.389271,12.214937,13.93422,11.418498,11.202839,11.197605,9.043754,8.1238365,7.3016586,8.459628,10.078888,8.6794615,8.301605,7.3361897,6.474117,6.6661935,7.193399,8.252907,7.9132376,7.938656,9.319376,8.295166,7.8663607,5.410918e-08,2.705459e-08,-1.3527295e-08,0.0,-6.7636474e-09,-3.3818237e-09,2.705459e-08,0.0,6.7636474e-09,0.0,0.0,0.0,1.3527295e-08,3.3818237e-09,0.0,0.0,-6.7636474e-09,0.0,0.0,1.1836383e-08,-1.0145471e-08,0.0,1.0145471e-08,-3.3818237e-09,-3.3818237e-09,-3.3818237e-09,-3.3818237e-09,-6.7636474e-09,0.0,-3.3818237e-09,-6.7636474e-09,0.0,0.0,0.0,0.0,0.0,6.7636474e-09,1.3527295e-08,0.0,6.7636474e-09,15.1859455,6.3173623,5.9109554,4.0351067,3.144761,2.6673949,3.221487,2.48898,1.8114552,2.4398458,2.0389237,1.2545264,1.9282284,1.7757846,2.0597136,2.2495267,2.3281772,2.0620162,1.9655638,2.1570642,1.9116757,1.9695333,1.9844705,1.637087,1.2699846,1.1887797,1.4162611,1.494289,1.5178248,1.4094945,1.2023114,0.9433838,1.032037,1.0982381,1.334021,1.3037592,1.5083629,1.4242084,1.070054,1.2401527,happy,4,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-03-02-01-01-14.wav
-365.04364,54.526375,-39.814453,-2.8793468,-8.201275,-6.7492614,-25.398996,-1.2231798,-13.327076,-14.831524,1.2011727,-9.326291,-11.124856,0.33942458,-5.2782493,-6.2575006,1.5102165,3.3582494,0.5080681,7.775379,8.204717,7.227482,5.067445,5.141996,5.067978,2.5972495,-0.8196306,2.4393485,-1.7253927,0.68483937,-0.8623022,0.57509327,-1.1047496,-0.11404105,-0.23848708,1.4130801,0.943552,-0.92871463,-0.82979304,-0.9929433,145.68762,49.764393,40.041683,23.557184,26.950285,20.156275,22.694773,17.145838,15.087803,15.333186,13.8707485,10.784268,11.452207,10.63335,11.452755,14.009074,13.736884,14.823157,13.128934,13.625995,15.539505,15.252168,12.198827,11.878061,10.843453,9.258775,9.554841,9.193262,8.3573885,9.244719,7.156835,6.759363,5.708561,6.912541,6.5561986,6.5172634,6.9219265,6.2844815,5.8999434,7.608172,-1.0821836e-07,2.705459e-08,0.0,0.0,0.0,0.0,2.705459e-08,-6.7636474e-09,0.0,0.0,0.0,0.0,6.7636474e-09,6.7636474e-09,0.0,6.7636474e-09,-6.7636474e-09,6.7636474e-09,-1.3527295e-08,-3.3818237e-09,1.3527295e-08,0.0,0.0,-3.3818237e-09,0.0,0.0,-1.3950023e-08,-3.3818237e-09,-6.7636474e-09,0.0,3.3818237e-09,-5.0727356e-09,-3.3818237e-09,-6.7636474e-09,1.6909119e-09,-6.7636474e-09,3.3818237e-09,1.4795479e-09,0.0,-6.7636474e-09,13.26291,5.788434,5.7035103,3.642635,3.4010422,2.893268,2.8735144,2.587315,1.8633802,2.176425,2.0403354,1.6326885,1.7767124,1.8345168,1.472509,1.9051813,2.1697354,1.9942757,1.8252987,1.9631267,2.3140602,2.3952117,1.9658082,1.9918032,1.4947476,1.4142411,1.606998,1.5302309,1.3789724,1.6039008,1.0482179,1.3795953,1.1128461,1.0376737,1.1014562,1.122695,1.2784398,1.1874775,1.0911963,1.3426174,happy,4,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-03-02-01-02-14.wav
-362.26978,45.853786,-47.89384,-10.197876,-8.145527,-5.9641876,-31.213078,-5.416223,-14.175174,-18.827875,1.4129945,-6.754728,-12.308668,2.5051477,-0.8050691,2.0604627,7.716194,6.9093776,-0.20663853,9.791678,6.2356553,3.3264608,1.8352767,1.3927095,-0.24704477,0.7145432,-1.8750902,2.526893,-1.8261217,-1.211813,-4.141799,-0.003012258,-1.2778995,-1.1750675,-0.5501509,-0.53677,0.4904381,0.40803394,0.9804681,-0.12897518,146.40926,47.87243,50.951855,25.88377,24.179148,19.12181,26.26153,16.954845,13.387753,17.928059,13.419849,12.286612,16.33094,16.401236,11.381209,15.5197935,14.881434,14.899574,12.930338,13.22594,12.0523205,13.939949,11.128395,11.055251,8.904335,10.067502,10.611115,8.982382,9.145064,8.13421,7.05007,6.0279546,6.2719493,5.7477984,6.281527,10.969019,8.426642,7.1608505,9.047557,7.191865,0.006324281,0.00893835,0.008922442,0.008895996,0.008859025,0.008811735,0.008754148,0.0086863935,0.008608683,0.008521195,0.00842411,0.008317677,0.008202154,0.008077873,0.007945037,0.0078040455,0.007655147,0.0074987817,0.0073352773,0.0071650227,0.006988427,0.00680589,0.00661782,0.0064246673,0.006226888,0.0060248966,0.0058191856,0.005610185,0.005398358,0.005184209,0.004968153,0.0047506844,0.004532245,0.004313356,0.00409441,0.003875866,0.0036581864,0.003441797,0.003227129,0.003014579,14.554612,6.9520106,7.3243136,3.9253986,2.9256892,2.7461698,2.9910965,2.9129493,1.8695014,2.3531668,2.4899702,2.1803322,2.279297,2.5878415,1.9471567,2.561644,2.7475805,2.3619232,2.0462887,1.9586104,1.9703798,2.5721798,2.045095,1.7623163,1.6809337,1.7922761,1.6706966,1.5048648,1.4840053,1.3620783,1.1390303,1.123675,1.1218761,0.9844299,1.1512334,1.6319051,1.3465323,1.3054264,1.695893,1.3092846,happy,4,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-03-02-02-01-14.wav
-358.048,40.298847,-34.861156,-6.433515,-7.923345,-2.6279633,-29.136013,-3.5596678,-13.551348,-17.850163,-3.3398426,-7.606126,-11.481928,3.2204568,2.1871758,9.844169,9.231538,7.063332,-2.5678957,1.8808507,1.3964965,1.7961386,-2.1483333,0.039539743,1.3810216,-0.8903987,-2.2820828,2.6586425,-0.2714623,0.5233016,-1.1347646,1.801999,-1.8261307,0.05076415,-1.4289525,-1.0349091,-0.81525546,1.0207407,-1.0748243,-1.3924398,144.99939,49.041027,39.566105,27.951872,23.892578,16.907831,26.113607,16.068146,12.494228,16.956415,12.190295,11.489183,15.606082,17.671967,17.198511,16.683046,16.048424,17.15037,16.072622,14.526976,13.821962,11.288581,9.760898,11.109846,9.598341,12.421044,10.933127,10.245411,13.464009,7.895155,8.039969,7.138248,5.863116,6.990729,8.677923,8.333163,8.270994,7.3430514,8.978379,7.7203608,-5.410918e-08,-2.705459e-08,6.7636474e-09,-3.3818237e-09,1.3527295e-08,1.0145471e-08,0.0,1.0145471e-08,0.0,-6.7636474e-09,0.0,6.7636474e-09,6.7636474e-09,-8.45456e-09,0.0,0.0,0.0,-1.3527295e-08,-3.381824e-08,-1.3527295e-08,-2.705459e-08,8.45456e-09,0.0,0.0,-6.7636474e-09,-1.3527295e-08,1.3527295e-08,0.0,6.7636474e-09,-1.0145471e-08,3.3818237e-09,-1.1836383e-08,-8.454559e-10,-6.7636474e-09,0.0,-1.6909119e-09,-3.3818237e-09,6.7636474e-09,-3.3818237e-09,0.0,14.732867,7.6931553,6.2410574,3.8303077,2.7475188,2.8200018,3.0756814,2.5747192,1.6671263,2.332248,1.9038593,1.5981917,2.0977974,2.0162039,2.0084863,2.346549,2.4836793,2.5171297,1.6929151,1.8822113,2.6718466,1.9220146,1.4788705,1.6082608,1.8396441,1.893675,2.149955,1.7018225,1.8415731,1.4554465,1.422111,1.2546071,0.9556016,1.4034061,1.6358414,1.4459317,1.5956542,1.4382632,1.7186555,1.3901451,happy,4,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-03-02-02-02-14.wav
-359.07297,72.24751,4.1467357,22.775757,3.3569126,4.880384,-13.321602,1.7695128,-14.502358,-2.1357107,-5.662089,-5.451446,-2.5694406,-2.5347986,-4.7018533,-0.8539367,-2.9370737,0.38783953,-2.913191,-2.6790962,-3.2001882,0.95496535,-4.086238,1.0181825,-0.63921905,1.0205582,-0.57294685,2.9800298,-0.5675302,-0.6222014,-0.9699535,1.2549821,-0.62265927,1.5105709,-0.36416966,0.57241106,0.64903206,0.8720581,2.750481,2.609115,159.40959,54.475353,34.507977,23.855078,19.544008,13.068921,21.18424,12.702033,15.941168,9.851256,10.5563,10.128789,7.6165485,6.9210534,8.581224,7.819385,6.67255,7.47882,8.947952,7.3345428,6.759281,5.7865987,9.090967,7.2250934,7.4884768,8.399788,8.757895,9.397272,7.080274,6.8719354,6.8889403,6.4728527,6.574082,7.4578595,7.3877254,8.873724,6.496126,5.9042554,6.412958,6.161455,0.03694748,0.04973405,0.039644133,0.029764947,0.02514123,0.021689136,0.014249856,0.0026900582,-0.0009664441,0.0012634156,0.0037529992,0.0061807293,0.0088998005,0.0060080495,-0.0014243295,-0.00014724799,0.0040414063,0.006809326,0.002002432,-0.0059976205,-0.0029861047,0.00021576036,-0.00062214397,-0.0020295694,-0.0026949754,-0.0036735737,-0.0014560814,0.0040202807,0.007188381,0.011086865,0.008509703,0.0035522203,0.003448845,0.0054414542,0.0068418556,0.0055889594,0.0075041233,0.00891051,0.009505841,0.009660781,14.919667,7.4539995,4.2565084,3.6124575,2.883755,2.03635,3.0813544,1.986655,2.1882374,1.589855,1.485847,1.5706388,1.0740452,1.0295798,1.0060943,1.1735433,1.0271636,1.2395787,0.98099715,1.2385098,1.1052461,0.89532655,1.1800681,1.2093272,1.0422544,1.2263643,1.0932409,1.3129395,1.0846003,1.0749129,1.1167905,1.0140496,1.2211747,1.2894244,1.2985733,1.3503306,1.0444057,1.0224798,1.2311878,0.9836733,sad,6,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-04-01-01-01-14.wav
-346.4564,66.22648,5.194913,14.7202635,-2.9798102,3.2291603,-13.240143,2.309015,-14.19603,-1.7178445,-3.9269795,-7.2070193,-4.441837,-5.521545,-6.1547923,-5.0491896,-3.2609816,-1.6338812,-3.7823184,-3.5583487,-4.6853633,-1.1527752,-4.9624267,-0.39752176,-2.628015,-2.2253866,-2.898972,-0.07487088,0.05510652,1.04022,0.88774985,0.746421,-0.15642975,-0.69707686,-2.156498,0.038709953,1.7535406,3.2528505,5.106611,4.4622226,161.77481,62.062122,31.125063,22.448372,18.553637,11.824567,19.653173,12.221228,16.727266,8.638896,9.43989,10.489627,8.631569,7.6783085,9.272442,7.9833517,5.778268,7.1346107,6.2481856,5.962785,7.5574307,5.3275766,7.4773583,7.1320853,7.869263,6.807663,8.554468,7.8285604,7.491552,10.778339,8.941201,10.678947,7.900389,6.127503,5.9790897,5.8268023,7.495549,8.784011,9.7907505,9.640209,2.0561488e-06,0.00018808352,0.00060465996,0.0009234273,0.0008357163,0.00024413386,-0.0006823844,-0.001612632,-0.0022383481,-0.0024232324,-0.0022407693,-0.0019036827,-0.0016441802,-0.0016109423,-0.0018188531,-0.0021551112,-0.0024323293,-0.002473865,-0.0022061903,-0.0017158495,-0.0012276528,-0.0009952825,-0.0011542334,-0.0016267706,-0.002151102,-0.002428694,-0.002301497,-0.0018416592,-0.0012938215,-0.00091058144,-0.0007949484,-0.0008531107,-0.00087847945,-0.0006966963,-0.00026907143,0.0003041198,0.0008619677,0.0012740244,0.0014863403,0.0015130626,14.034811,6.322465,4.2719393,3.483704,2.5910485,1.8430047,2.5494852,1.7939932,2.159824,1.4502993,1.5276217,1.471482,1.2020272,1.0748515,1.236957,1.187695,0.81735075,1.3759944,0.9419221,0.8491498,1.072178,0.917856,1.1833023,1.2496029,1.2198594,1.0538905,1.1351916,1.2457205,1.3323383,1.6399369,1.333528,1.4254559,1.1645292,1.1384062,1.188068,1.1987222,1.2980318,1.3424244,1.4359831,1.4574355,sad,6,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-04-01-01-02-14.wav
-317.96985,57.52119,-1.5275333,20.217657,-1.685022,3.654979,-13.773683,3.7108068,-16.844229,-2.576636,-1.3328753,-4.560597,-3.0212352,-2.7451346,-5.2750096,-0.6022644,-2.6923025,-4.0019674,-2.572823,-1.5319556,-3.1586442,-0.40317118,-5.2486405,1.3653766,-3.0433555,-0.23841695,-3.6540358,2.983067,2.889427,3.0807679,1.6839745,4.275135,1.3489609,2.6545637,2.2458189,0.89183336,1.9982966,2.8488355,2.855316,2.6922219,151.29442,56.756157,31.72261,25.044624,23.107,13.314472,17.701807,12.934155,16.482592,9.20101,10.939449,10.608149,7.8048253,7.118496,11.457889,8.550182,6.23796,7.009132,7.6673207,7.9135165,6.5497384,5.6056175,10.121384,5.2209435,7.9437118,5.485173,7.020443,7.745303,9.128129,10.147515,10.077847,9.594376,7.8606963,7.8684645,7.0709944,7.975609,7.742359,5.9164677,6.3050256,6.7499104,0.0424993,0.055433936,0.04635306,0.03787365,0.029412013,0.02069168,0.012512031,0.0068479744,0.004727627,0.003750243,0.0025152585,0.002725378,0.0038509385,0.0027743308,0.00049741217,-0.00048685411,-0.0011690526,-0.0019212953,-0.0018106285,0.000104461156,0.0043322905,0.008197828,0.009237235,0.009432405,0.010566542,0.010506116,0.0084717795,0.0064600883,0.0043971217,0.002550903,0.0019264627,0.0018573517,0.0032294998,0.005130839,0.004416635,0.0026315053,0.0023634215,0.0028834047,0.003394793,0.0039776876,12.373841,7.187241,3.8641992,3.2508461,2.7472599,2.3342762,2.2942054,2.0071013,2.0677772,1.6535856,1.4192997,1.6699544,1.3227519,1.2490271,1.1136343,1.1924775,0.7886978,1.0795059,0.92145723,1.0475926,1.0400034,0.93377817,1.248533,0.89319515,1.0081708,0.8593781,1.0000283,1.0782719,1.3589023,1.4085047,1.259026,1.1867114,1.1004211,1.1336982,1.1075876,1.3596083,1.2722325,0.984198,1.0701737,1.1606283,sad,6,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-04-01-02-01-14.wav
-359.27148,61.629417,3.8873456,20.819748,-2.1169057,5.9423184,-11.956287,2.7040224,-16.206598,-2.3087842,-2.640386,-6.213365,-2.337578,-3.8573306,-3.4164054,-2.0928712,-2.365968,-3.3519464,-2.8569877,-2.2920475,-3.451664,0.40341187,-5.5170736,0.7666062,-4.061582,-1.2760614,-2.7178288,1.3661286,2.6089551,1.8748779,1.4791234,3.832225,1.4533582,1.7866958,2.1778677,0.3247627,1.8289214,1.7445954,3.387289,4.009175,152.49326,59.64878,30.58655,26.356153,23.142965,12.535561,19.491135,14.104822,17.190773,9.29486,10.228218,10.340883,8.090494,7.0295687,9.398678,9.152775,6.4014373,7.05616,8.548914,7.606935,7.520545,6.4947295,10.665726,5.460059,8.189105,6.224714,6.9873004,7.783019,7.8710527,8.114664,8.833725,10.467063,9.503792,8.833009,6.112752,6.1260266,8.02681,7.8211226,7.557856,7.0658827,0.039841022,0.054578956,0.049844626,0.041928135,0.03135309,0.020809758,0.013368999,0.011457,0.01315612,0.014998429,0.01601574,0.015889363,0.015405843,0.014285233,0.011785852,0.009364348,0.007476161,0.00694869,0.008734551,0.01119124,0.012845112,0.012891235,0.011525012,0.009426795,0.0066244924,0.003852442,0.0013747993,0.00018093771,0.00092304515,0.0019905737,0.003833906,0.005908621,0.0056860973,0.004001117,0.0018756508,-0.0004688865,-0.0023838272,-0.004137778,-0.005284806,-0.004695033,13.26908,7.8597593,3.7780507,3.7243533,3.207584,2.1157606,2.4420884,2.4100673,2.1805136,1.6660641,1.3716558,1.343665,1.3263193,1.0407578,1.2548693,1.2454319,0.9351581,1.0794147,1.055631,0.9901478,1.285272,1.0299633,1.1956774,0.9660739,1.054688,0.9820195,1.2201173,1.3689021,1.3796178,1.116192,1.2574414,1.5111256,1.5846204,1.6164236,1.0768785,1.144944,1.2857721,1.3349229,1.2059518,1.0475566,sad,6,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-04-01-02-02-14.wav
-318.37875,61.64797,-10.938767,12.278781,-5.601158,-1.771935,-14.853131,-0.22216217,-19.271072,-6.303675,-3.446768,-5.28274,-3.3586593,-2.4801567,-5.3029623,-4.8731337,-4.119041,-1.6567175,-7.6806154,-2.962559,-3.317726,0.07892733,-2.0438066,0.7429637,0.38117516,-0.5604726,-1.4784606,1.5908844,2.2347772,2.3223255,3.6920643,4.742789,2.9592156,1.5295886,-0.3651543,-0.40226057,-1.5860001,-1.3037632,-0.3830906,-0.6599119,153.11784,63.723293,33.13588,22.308826,18.850655,16.121628,22.03693,14.885543,17.806854,11.3982115,12.392874,9.842802,10.558521,8.176596,9.281402,10.4286,8.377042,6.9382954,8.438759,7.2420144,7.1918635,8.386041,10.587828,10.570471,9.283631,6.4790893,5.8660736,6.810825,9.346688,8.550008,11.1788645,8.954712,9.746764,8.829906,7.526471,5.586141,4.8164477,5.4242463,5.214108,4.5555215,0.009754154,0.013551076,0.012870464,0.011862437,0.010621409,0.009187841,0.007576733,0.0058286563,0.0040189866,0.0022140394,0.00042928872,-0.0013542784,-0.0031257994,-0.0047996873,-0.006243902,-0.007357675,-0.008124519,-0.008592863,-0.008814558,-0.008810101,-0.00859371,-0.008217032,-0.007769028,-0.007320624,-0.006871467,-0.006360538,-0.00573664,-0.0050199693,-0.004294293,-0.003641947,-0.0030913912,-0.0026272037,-0.002239923,-0.0019493499,-0.0017708354,-0.0016646009,-0.0015343926,-0.0012900272,-0.0009165588,-0.0004807567,14.582123,7.55556,5.1394777,3.6683455,2.6012042,2.4019504,2.8513355,2.0478776,1.8477767,1.5257063,2.163265,1.4404588,1.6197885,1.4034222,1.2663703,1.5836341,1.4836915,1.1619879,1.1361208,1.2705404,1.1121612,1.2658206,1.3999966,1.5184288,1.3263124,1.2093214,1.0260448,1.0779681,1.5007875,1.2998258,1.7371397,1.2127448,1.3646792,1.2899151,1.3715012,1.1438484,0.8423119,0.9972185,0.94630826,0.8581824,sad,6,C:\Users\shahe\4XAI\Project\data\raw\Actor_14\03-01-04-02-01-01-14.wav
